道具ID,道具代码,道具英文名称,项目类型类型,价格,项目天数,简短描述,道具中文名称,详细描述
2019214701,C7853,Dual Colt 1911-National League 7days,W,999999999,7,Dual Colt 1911-National League 7days,柯尔特-百城,柯尔特公司特制的手枪。在基本的战斗移动速度基础上，提升了攻击力和战斗力。外观以青铜色的霓虹灯点缀，并使用特殊材质制作。枪身上“百城联赛”的LOGO以及曾经百城冠军福建的“土楼”霓虹灯标志，极大的提升它的收藏价值。
2019214702,C7853,Dual Colt 1911-National League 30days,W,999999999,30,Dual Colt 1911-National League 30days,柯尔特-百城,柯尔特公司特制的手枪。在基本的战斗移动速度基础上，提升了攻击力和战斗力。外观以青铜色的霓虹灯点缀，并使用特殊材质制作。枪身上“百城联赛”的LOGO以及曾经百城冠军福建的“土楼”霓虹灯标志，极大的提升它的收藏价值。
2019214703,C7853,Dual Colt 1911-National League 90days,W,999999999,90,Dual Colt 1911-National League 90days,柯尔特-百城,柯尔特公司特制的手枪。在基本的战斗移动速度基础上，提升了攻击力和战斗力。外观以青铜色的霓虹灯点缀，并使用特殊材质制作。枪身上“百城联赛”的LOGO以及曾经百城冠军福建的“土楼”霓虹灯标志，极大的提升它的收藏价值。
2019214704,C7853,Dual Colt 1911-National League 180days,W,999999999,180,Dual Colt 1911-National League 180days,柯尔特-百城,柯尔特公司特制的手枪。在基本的战斗移动速度基础上，提升了攻击力和战斗力。外观以青铜色的霓虹灯点缀，并使用特殊材质制作。枪身上“百城联赛”的LOGO以及曾经百城冠军福建的“土楼”霓虹灯标志，极大的提升它的收藏价值。
2019214801,C7852,M60-Red White,W,999999999,999999999,M60-Red White,M60-战神8,这款武器是为了纪念18选手在cfpls16总决赛上，使用m60获得了最终冠军，此武器采用cfs版本的m60属性，性能碾压其他m60枪械。
2019214901,C7851,M60-Red White 7days,W,999999999,7,M60-Red White 7days,M60-战神8,这款武器是为了纪念18选手在cfpls16总决赛上，使用m60获得了最终冠军，此武器采用cfs版本的m60属性，性能碾压其他m60枪械。
2019214902,C7851,M60-Red White 30days,W,999999999,30,M60-Red White 30days,M60-战神8,这款武器是为了纪念18选手在cfpls16总决赛上，使用m60获得了最终冠军，此武器采用cfs版本的m60属性，性能碾压其他m60枪械。
2019214903,C7851,M60-Red White 90days,W,999999999,90,M60-Red White 90days,M60-战神8,这款武器是为了纪念18选手在cfpls16总决赛上，使用m60获得了最终冠军，此武器采用cfs版本的m60属性，性能碾压其他m60枪械。
2019214904,C7851,M60-Red White 180days,W,999999999,180,M60-Red White 180days,M60-战神8,这款武器是为了纪念18选手在cfpls16总决赛上，使用m60获得了最终冠军，此武器采用cfs版本的m60属性，性能碾压其他m60枪械。
2019215001,C7850,Grenade-CanJiaoJi,W,999999999,999999999,Grenade-CanJiaoJi,惨叫鸡手雷-惨叫迹,在小鸡形象的小型手榴弹上，采用了绝迹选手形象的皮肤，爆炸时会出现一只小鸡。
2019215101,C7849,Grenade-CanJiaoJi 7days,W,999999999,7,Grenade-CanJiaoJi 7days,惨叫鸡手雷-惨叫迹,在小鸡形象的小型手榴弹上，采用了绝迹选手形象的皮肤，爆炸时会出现一只小鸡。
2019215102,C7849,Grenade-CanJiaoJi 30days,W,999999999,30,Grenade-CanJiaoJi 30days,惨叫鸡手雷-惨叫迹,在小鸡形象的小型手榴弹上，采用了绝迹选手形象的皮肤，爆炸时会出现一只小鸡。
2019215103,C7849,Grenade-CanJiaoJi 90days,W,999999999,90,Grenade-CanJiaoJi 90days,惨叫鸡手雷-惨叫迹,在小鸡形象的小型手榴弹上，采用了绝迹选手形象的皮肤，爆炸时会出现一只小鸡。
2019215104,C7849,Grenade-CanJiaoJi 180days,W,999999999,180,Grenade-CanJiaoJi 180days,惨叫鸡手雷-惨叫迹,在小鸡形象的小型手榴弹上，采用了绝迹选手形象的皮肤，爆炸时会出现一只小鸡。
1019106901,B8931,H_Kua_Helmet,D,999999999,999999999,H_Kua_Helmet,Kuaishou头盔,与快手平台合作的纪念版头盔
1019107001,B8930,H_Kua_Helmet 7days,D,999999999,7,H_Kua_Helmet 7day,Kuaishou头盔,与快手平台合作的纪念版头盔
1019107002,B8930,H_Kua_Helmet 30days,D,999999999,30,H_Kua_Helmet 30day,Kuaishou头盔,与快手平台合作的纪念版头盔
1019107003,B8930,H_Kua_Helmet 90days,D,999999999,90,H_Kua_Helmet 90day,Kuaishou头盔,与快手平台合作的纪念版头盔
1019107004,B8930,H_Kua_Helmet 180days,D,999999999,180,H_Kua_Helmet 180day,Kuaishou头盔,与快手平台合作的纪念版头盔
2019131601,C8684,AK-47-Neon,W,999999999,999999999,AK-47-Neon,AK47-朋克,在整体性能出色的AK47基础上，增加装弹数来增强了整体战斗力。并在枪身采用了霓虹灯皮肤，极大地提升了其收藏价值。
2019215201,C7848,AK-47-Neon 7days,W,999999999,7,AK-47-Neon 7days,AK47-朋克,在整体性能出色的AK47基础上，增加装弹数来增强了整体战斗力。并在枪身采用了霓虹灯皮肤，极大地提升了其收藏价值。
2019215202,C7848,AK-47-Neon 30days,W,999999999,30,AK-47-Neon 30days,AK47-朋克,在整体性能出色的AK47基础上，增加装弹数来增强了整体战斗力。并在枪身采用了霓虹灯皮肤，极大地提升了其收藏价值。
2019215203,C7848,AK-47-Neon 90days,W,999999999,90,AK-47-Neon 90days,AK47-朋克,在整体性能出色的AK47基础上，增加装弹数来增强了整体战斗力。并在枪身采用了霓虹灯皮肤，极大地提升了其收藏价值。
2019215204,C7848,AK-47-Neon 180days,W,999999999,180,AK-47-Neon 180days,AK47-朋克,在整体性能出色的AK47基础上，增加装弹数来增强了整体战斗力。并在枪身采用了霓虹灯皮肤，极大地提升了其收藏价值。
2019131701,C8683,Steyr TMP-Neon,W,999999999,999999999,Steyr TMP-Neon,斯太尔-朋克,采用个性化霓虹灯作为皮肤的SteyrTMP
2019215301,C7847,Steyr TMP-Neon 7days,W,999999999,7,Steyr TMP-Neon 7days,斯太尔-朋克,采用个性化霓虹灯作为皮肤的SteyrTMP
2019215302,C7847,Steyr TMP-Neon 30days,W,999999999,30,Steyr TMP-Neon 30days,斯太尔-朋克,采用个性化霓虹灯作为皮肤的SteyrTMP
2019215303,C7847,Steyr TMP-Neon 90days,W,999999999,90,Steyr TMP-Neon 90days,斯太尔-朋克,采用个性化霓虹灯作为皮肤的SteyrTMP
2019215304,C7847,Steyr TMP-Neon 180days,W,999999999,180,Steyr TMP-Neon 180days,斯太尔-朋克,采用个性化霓虹灯作为皮肤的SteyrTMP
2019131801,C8682,COP. 357-Neon,W,999999999,999999999,COP. 357-Neon,COP357-朋克,在具有快速连射力和高伤害值的COP357Derringer基础上，增加了霓虹灯的皮肤，提升了其收藏价值。
2019215401,C7846,COP. 357-Neon 7days,W,999999999,7,COP. 357-Neon 7days,COP357-朋克,在具有快速连射力和高伤害值的COP357Derringer基础上，增加了霓虹灯的皮肤，提升了其收藏价值。
2019215402,C7846,COP. 357-Neon 30days,W,999999999,30,COP. 357-Neon 30days,COP357-朋克,在具有快速连射力和高伤害值的COP357Derringer基础上，增加了霓虹灯的皮肤，提升了其收藏价值。
2019215403,C7846,COP. 357-Neon 90days,W,999999999,90,COP. 357-Neon 90days,COP357-朋克,在具有快速连射力和高伤害值的COP357Derringer基础上，增加了霓虹灯的皮肤，提升了其收藏价值。
2019215404,C7846,COP. 357-Neon 180days,W,999999999,180,COP. 357-Neon 180days,COP357-朋克,在具有快速连射力和高伤害值的COP357Derringer基础上，增加了霓虹灯的皮肤，提升了其收藏价值。
2019089201,C9108,Field Shovel-Cartoon-Pet,W,999999999,999999999,Field Shovel-Cartoon-Pet,军用铁锹-卡通,用卡通风格的宠物皮肤设计的小型铲子
2019215601,C7844,Field Shovel-Cartoon-Pet 7days,W,999999999,7,Field Shovel-Cartoon-Pet 7days,军用铁锹-卡通,用卡通风格的宠物皮肤设计的小型铲子
2019215602,C7844,Field Shovel-Cartoon-Pet 30days,W,999999999,30,Field Shovel-Cartoon-Pet 30days,军用铁锹-卡通,用卡通风格的宠物皮肤设计的小型铲子
2019215603,C7844,Field Shovel-Cartoon-Pet 90days,W,999999999,90,Field Shovel-Cartoon-Pet 90days,军用铁锹-卡通,用卡通风格的宠物皮肤设计的小型铲子
2019215604,C7844,Field Shovel-Cartoon-Pet 180days,W,999999999,180,Field Shovel-Cartoon-Pet 180days,军用铁锹-卡通,用卡通风格的宠物皮肤设计的小型铲子
2019114001,C8860,Jungle Knife-Rose,W,999999999,999999999,Jungle Knife-Rose,丛林匕首-玫瑰,丛林中生存的必需品，虽然小，但是刀锋很锋利，并且装饰了华丽的玫瑰皮肤
2019193301,C8067,Jungle Knife-Rose 7days,W,999999999,7,Jungle Knife-Rose 7days,丛林匕首-玫瑰,丛林中生存的必需品，虽然小，但是刀锋很锋利，并且装饰了华丽的玫瑰皮肤
2019193302,C8067,Jungle Knife-Rose 30days,W,999999999,30,Jungle Knife-Rose 30days,丛林匕首-玫瑰,丛林中生存的必需品，虽然小，但是刀锋很锋利，并且装饰了华丽的玫瑰皮肤
2019193303,C8067,Jungle Knife-Rose 90days,W,999999999,90,Jungle Knife-Rose 90days,丛林匕首-玫瑰,丛林中生存的必需品，虽然小，但是刀锋很锋利，并且装饰了华丽的玫瑰皮肤
2019193304,C8067,Jungle Knife-Rose 180days,W,999999999,180,Jungle Knife-Rose 180days,丛林匕首-玫瑰,丛林中生存的必需品，虽然小，但是刀锋很锋利，并且装饰了华丽的玫瑰皮肤
2019215901,C7841,Desert Eagle-A-Ultimate Gold,W,999999999,999999999,Desert Eagle-A-Ultimate Gold 7days,暗金沙漠之鹰,纯金打造的沙漠之鹰，集奢华与霸气于一体，是绝对王者的象征！
2019216001,C7840,QBZ-95-DIGITAL CAMO-titan,W,999999999,999999999,QBZ-95-DIGITAL CAMO-titan 7days,QBZ95-泰坦,经典的国产武器，采用了红色巨型泰坦装饰。属性上增强了移动射击时的准确度和连射速度，最终达到良好平衡性的步枪。
9009257201,I7438,[Option Card] Explosion Shield (AI),F,999999999,999999999,[Option Card] Explosion Shield (AI),[属性卡] 防爆盾,可以将角色属性替换为防爆盾属性的卡片。换成相应卡片时，现有属性消失。
9009257301,I7437,QingLong Doll,F,9999999,999999999,QingLong Doll,青龙玩偶,四神兽青龙形象的非常稀有的玩偶。只能佩戴在英雄级或王者武器上的饰品。
9009257401,I7436,WildRose BL Doll,F,9999999,999999999,WildRose BL Doll,荆棘玫瑰玩偶,荆棘玫瑰潜伏者形象的可爱小玩偶。只能佩戴在英雄级或王者武器上的饰品。
2019216101,C7839,SeaDog Barrett M82A1 NobleGold,W,9999999,999999999,SeaDog Barrett M82A1 NobleGold,王者汪汪-巴雷特,万里挑一的王者汪汪是零-水下丽影的好搭档。在零-水下丽影受邀前往秘密修养地度假时，王者汪汪穿上了同样的着装，以敏锐的察觉力默默守护着零-水下丽影。 
9009257501,I7435,Switcher Seaside Emoticon,F,9999999,999999999,Switcher Seaside Emoticon,零-水下丽影表情,表达零-水下丽影角色各种情感表现的可爱表情。
2019216201,C7838,Beach Ball Puppy,W,9999999,999999999,Beach Ball Puppy,萌萌海滩皮球汪,这是一个抱着海滩皮球的小狗形象的近战武器，可爱的小狗会抛出皮球来攻击敌人。
9009257601,I7434,Classic Random BOX V,F,10000,999999999,Classic Random BOX V,神秘商人随机宝箱V,此箱子可以随机开出一个2022年7月前上市的交易随机宝箱
9009257701,I7433,Premium Random BOX V,F,100000,999999999,Premium Random BOX V,神秘商人高级随机宝箱V,此高级宝箱可以随机开出一个2022年7月前上市的交易所道具
9009257801,I7432,Character Rifle Random BOX,F,50000,999999999,Character Rifle Random BOX,玩偶步枪随机宝箱,装有可合成玩偶步枪的随机宝箱。
9009257901,I7431,VVIP DOLL BOX XXVIII,F,2500,999999999,VVIP DOLL BOX XXVIII,英雄级武器玩偶宝箱XXVIII,可交易的随机箱子，需要通过钥匙才能开启。开启宝箱有机会获得可交易的道具。
9009258001,I7430,Summer Killmark BOX 3,F,2500,999999999,Summer Killmark BOX 3,夏日击杀图标宝箱lll,可交易的随机箱子，需要通过钥匙才能开启。开启宝箱有机会获得可交易的道具。
9009258101,I7429,Summer Killmark 3,F,10000,999999999,Summer Killmark 3,夏日击杀图标lll,夏日概念的击杀图标
9009141703,I8592,Summer Killmark 3 30days,F,2500,30,Summer Killmark 3 30days,夏日击杀图标lll,夏日概念的击杀图标
2019216301,C7837,SWAT_GR_M4A1,W,50000,999999999,SWAT_GR_M4A1,M4A1-斯沃特,手掌上有个小小的斯沃特角色，会模仿斯沃特角色的动作，并手持迷你M4A1。虽说是迷你M4A1，但性能并不逊于枪械M4A1。
2019216401,C7836,SWAT_BL_AK47,W,50000,999999999,SWAT_BL_AK47,AK47-斯沃特,手掌上有个小小的斯沃特角色，会模仿斯沃特角色的动作，并手持迷你AK-47。虽说是迷你AK-47，但性能并不逊于枪械AK-47。
2019216501,C7835,SWAT_GR_Elite_M4A1_BC,W,100000,999999999,SWAT_GR_Elite_M4A1_BC,M4A1-蓝水晶-斯沃特精英,手掌上有个小小的斯沃特精英角色，会模仿斯沃特精英角色的动作，并手持迷你M4A1-蓝水晶。虽说是迷你M4A1-蓝水晶，但性能并不逊于原版M4A1-蓝水晶。
2019216601,C7834,SWAT_BL_Elite_AK47_K_RC,W,100000,999999999,SWAT_BL_Elite_AK47_K_RC,AK47-红水晶-斯沃特精英,手掌上有个小小的斯沃特精英角色，会模仿斯沃特精英角色的动作，并手持迷你AK47-红水晶。虽说是迷你AK47-红水晶，但性能并不逊于原版AK47-红水晶。
2019216701,C7833,MOS_GR_M4A1_Ares,W,250000,999999999,MOS_GR_M4A1_Ares,M4A1-SS-刀锋,手掌上有个小小的刀锋角色，会模仿刀锋角色的动作，并手持迷你M4A1-SS。虽说是迷你M4A1-SS，但性能并不逊于原版M4A1-SS。
2019216801,C7832,MOS_BL_AK47_K_Ares,W,250000,999999999,MOS_BL_AK47_K_Ares,AK47-SS-刀锋,手掌上有个小小的刀锋角色，会模仿刀锋角色的动作，并手持迷你AK47-SS。虽说是迷你AK47-SS，但性能并不逊于原版AK47-SS。
2019216901,C7831,MOS_Elite_GR_M4A1_Beast_NG,W,1000000,999999999,MOS_Elite_GR_M4A1_Beast_NG,王者M4A1-萌萌金发刀锋,手掌上有个小小的王者刀锋角色，会模仿王者刀锋角色的动作，并手持迷你王者M4A1。虽说是迷你王者M4A1，但性能并不逊于原版王者M4A1。
2019217001,C7830,MOS_Elite_BL_AK47_K_Beast_NG,W,1000000,999999999,MOS_Elite_BL_AK47_K_Beast_NG,王者AK47-萌萌银发刀锋,手掌上有个小小的王者刀锋角色，会模仿王者刀锋角色的动作，并手持迷你王者AK47。虽说是迷你王者AK47，但性能并不逊于原版王者AK47。
1009024801,A9752,Hawks,C,999999999,999999999,Hawks,鹰,鹰是由前狙击手出身的队员组成的特种部队。也许是因为这种特性，他们拥有超群的狙击实力。只要是被瞄准镜捕捉到的目标，一次都没有失手过。而且射击时，百发百中爆头。他们的样子就像用犀利的眼神盯着食物的“猎鹰”。
1019107101,B8929,Hawks Hair,D,999999999,999999999,Hawks Hair,Hawks Hair,
1019107201,B8928,Hawks Face,D,999999999,999999999,Hawks Face,Hawks Face,
1019107301,B8927,Hawks BACK,D,999999999,999999999,Hawks BACK,Hawks BACK,
1019107401,B8926,Hawks THIGH,D,999999999,999999999,Hawks THIGH,Hawks THIGH,
1009024901,A9751,Hawks 7days,C,999999999,7,Hawks 7days,鹰,鹰是由前狙击手出身的队员组成的特种部队。也许是因为这种特性，他们拥有超群的狙击实力。只要是被瞄准镜捕捉到的目标，一次都没有失手过。而且射击时，百发百中爆头。他们的样子就像用犀利的眼神盯着食物的“猎鹰”。
1009024902,A9751,Hawks 30days,C,999999999,30,Hawks 30days,鹰,鹰是由前狙击手出身的队员组成的特种部队。也许是因为这种特性，他们拥有超群的狙击实力。只要是被瞄准镜捕捉到的目标，一次都没有失手过。而且射击时，百发百中爆头。他们的样子就像用犀利的眼神盯着食物的“猎鹰”。
1009024903,A9751,Hawks 90days,C,999999999,90,Hawks 90days,鹰,鹰是由前狙击手出身的队员组成的特种部队。也许是因为这种特性，他们拥有超群的狙击实力。只要是被瞄准镜捕捉到的目标，一次都没有失手过。而且射击时，百发百中爆头。他们的样子就像用犀利的眼神盯着食物的“猎鹰”。
1009024904,A9751,Hawks 180days,C,999999999,180,Hawks 180days,鹰,鹰是由前狙击手出身的队员组成的特种部队。也许是因为这种特性，他们拥有超群的狙击实力。只要是被瞄准镜捕捉到的目标，一次都没有失手过。而且射击时，百发百中爆头。他们的样子就像用犀利的眼神盯着食物的“猎鹰”。
